,state,region,id,zip,city,latitude,longitude,type,url,domain,first.type,expense.percent,financial.rating,financial.rating.fye,accountability.rating,accountability.rating.fye,rating,fundraising.expense,admin.expense,contributions,revenue,rating.fye,overhead
6941,NA,NA,org8545.htm,20036,Washington,38.906778,-77.04148,Environment : Environmental Protection and Conservation,http://www.oceana.org,oceana.org,Environment ,0.126,0.8483,3,1,4,0.8927,12.6,14,44635808,44676531,3,26.6
6942,OH,ohio,org8546.htm,43235,Columbus,40.099204,-83.05567,Human Services : Children's and Family Services,https://www.davethomasfoundation.org/,davethomasfoundation.org,Human Services ,0.056,0.9647,4,1,4,0.975,5.6,4.6,15633070,16435252,4,10.2
6943,NY,new york,org8547.htm,10306,Staten Island,40.569394,-74.11785,Human Services : Social Services,http://www.amfdc.org/,amfdc.org,Human Services ,0.521,0.696,1,0.71,2,0.7029,52.1,1.7,3532809,3543335,2,53.8
6944,AZ,arizona,org8548.htm,85016,Phoenix,33.503742,-112.03235,Health : Patient and Family Support,http://www.worldwish.org,worldwish.org,Health ,0.075,0.9309,4,1,4,0.9511,7.5,11.5,4374682,5182938,4,19
6945,CA,california,org8549.htm,94062,Redwood City,37.444879,-122.26253,Education : Other Education Programs and Services,http://weingartenchildrenscenter.org/,weingartenchildrenscenter.org,Education ,0.092,0.7628,2,0.85,3,0.8015,9.2,18.4,1785074,3606174,3,27.6
6946,FL,florida,org8550.htm,32202,Jacksonville,30.328539,-81.65101,Human Services : Homeless Services,http://www.sulzbachercenter.org,sulzbachercenter.org,Human Services ,0.022,0.8296,3,0.89,3,0.8565,2.2,7.1,7890635,8045946,3,9.3
6947,NY,new york,org8552.htm,10005,New York,40.706019,-74.00858,Education : Other Education Programs and Services,http://www.nfte.com,nfte.com,Education ,0.152,0.742,2,0.96,4,0.8153,15.2,6.8,12779296,13395219,3,22
6948,AZ,arizona,org8553.htm,85745,Tucson,32.242724,-111.0209,Animals : Wildlife Conservation,http://www.safariclubfoundation.org,safariclubfoundation.org,Animals ,0.051,0.7661,2,0.96,4,0.8322,5.1,18.7,5477699,7480797,3,23.8
6949,NY,new york,org8555.htm,11205,Brooklyn,40.694214,-73.96529,Health : Patient and Family Support,http://www.rofehcholim.org/,rofehcholim.org,Health ,0.105,0.8532,3,0.81,3,0.8302,10.5,9.2,3389976,5484438,3,19.7
6950,VA,virginia,org8556.htm,23455,Virginia Beach,36.889797,-76.1426,Health : Patient and Family Support,http://www.mercymedical.org/,mercymedical.org,Health ,0.017,0.9671,4,1,4,0.9767,1.7,1,6147243,6176920,4,2.7
6951,MA,massachusetts,org8557.htm,2110,Boston,42.356532,-71.05365,Human and Civil Rights : Advocacy and Education,http://www.fsf.org,fsf.org,Human and Civil Rights ,0.074,0.8794,3,1,4,0.9147,7.4,13.1,972141,1310034,4,20.5
6952,MT,montana,org8560.htm,59103,Billings,45.978288,-108.194508,Human Services : Social Services,http://www.soaringeagle.org,soaringeagle.org,Human Services ,0.171,0.8189,3,0.73,2,0.7701,17.1,4.5,3740449,4909573,2,21.6
6953,NY,new york,org8561.htm,10006,New York,40.707904,-74.01342,"Human Services : Youth Development, Shelter, and Crisis Services",http://bigsnyc.org,bigsnyc.org,Human Services ,0.135,0.881,3,0.93,4,0.9023,13.5,8.7,8979978,9088591,4,22.2
6954,TX,texas,org8562.htm,77074,Houston,29.689781,-95.51161,International : Foreign Charity Support Organizations,http://faithinpractice.org,faithinpractice.org,International ,0.047,0.9454,4,1,4,0.9613,4.7,4.8,6829588,6839934,4,9.5
6955,VA,virginia,org8563.htm,22314,Alexandria,38.806163,-77.05139,Human and Civil Rights : Advocacy and Education,http://www.ntu.org/foundation,ntu.org,Human and Civil Rights ,0.121,0.7159,2,0.93,4,0.7931,12.1,46.8,1424022,1429878,2,58.9
6956,NA,NA,org8564.htm,20009,Washington,38.919211,-77.03777,Environment : Environmental Protection and Conservation,http://www.ewg.org,ewg.org,Environment ,0.129,0.8804,3,1,4,0.9154,12.9,6.6,6659926,6748150,4,19.5
6957,OR,oregon,org8566.htm,97205,Portland,45.52054,-122.68573,Community Development : Fundraising,http://www.ohsu.edu/xd/about/foundation/index.cfm,ohsu.edu,Community Development ,0.084,0.984,4,0.89,3,0.9213,8.4,7.4,145096377,168588267,4,15.8
6958,OR,oregon,org8567.htm,97204,Portland,45.51854,-122.6755,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://www.libraryfoundation.org/,libraryfoundation.org,"Arts, Culture, Humanities ",0.05,0.844,3,0.97,4,0.8876,5,10.8,1711301,1908873,3,15.8
6959,NY,new york,org8568.htm,10018,New York,40.755101,-73.99337,International : Foreign Charity Support Organizations,http://www.aabgu.org/,aabgu.org,International ,0.143,0.8427,3,0.96,4,0.8852,14.3,6.3,20710583,34906199,3,20.6
6960,NJ,new jersey,org8569.htm,10004,New York,40.699226,-74.04118,International : Foreign Charity Support Organizations,http://www.afhu.org/,afhu.org,International ,0.136,0.8046,3,0.97,4,0.8602,13.6,6.6,28860295,47709572,3,20.2
6961,NY,new york,org8570.htm,10024,New York,40.786387,-73.97709,Education : Private Elementary and Secondary Schools,http://www.collegiateschool.org,collegiateschool.org,Education ,0.046,0.9051,4,0.85,3,0.8744,4.6,15.2,11614833,42224197,3,19.8
6962,VA,virginia,org8571.htm,22314,Alexandria,38.806163,-77.05139,Human Services : Homeless Services,http://www.carpentersshelter.org/,carpentersshelter.org,Human Services ,0.115,0.8194,3,0.89,3,0.8504,11.5,5.6,2075886,2114166,3,17.1
6963,MD,maryland,org8576.htm,20910,Silver Spring,38.999992,-77.03404,Human Services : Homeless Services,http://www.shepherdstable.org/,shepherdstable.org,Human Services ,0.061,0.7605,2,0.89,3,0.8136,6.1,12.4,1800503,1785228,3,18.5
6964,MI,michigan,org8577.htm,48113,Ann Arbor,42.253502,-83.836571,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.foodgatherers.org/,foodgatherers.org,Human Services ,0.023,0.9136,4,1,4,0.9389,2.3,2.8,10518998,11017818,4,5.1
6965,NA,NA,org8578.htm,20009,Washington,38.919211,-77.03777,Education : Other Education Programs and Services,http://www.collegesummit.org/,collegesummit.org,Education ,0.118,0.5895,1,0.96,4,0.7083,11.8,23.6,7972401,12809153,2,35.4
6966,CA,california,org8579.htm,92374,Redlands,34.063264,-117.16888,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.bsa-ciec.org/,bsa-ciec.org,Human Services ,0.062,0.7608,2,0.97,4,0.8295,6.2,7.7,979897,2752287,3,13.9
6967,WA,washington,org8580.htm,98122,Seattle,47.61157,-122.30406,Human Services : Homeless Services,http://fpscholars.org/,fpscholars.org,Human Services ,0.082,0.8805,3,0.85,3,0.8643,8.2,11.2,2638427,2836259,3,19.4
6968,VA,virginia,org8581.htm,22210,Arlington,38.880811,-77.11295,Human Services : Social Services,http://www.doorwaysva.org/,doorwaysva.org,Human Services ,0.087,0.9305,4,1,4,0.9508,8.7,7.5,3443890,3443771,4,16.2
6969,GA,georgia,org8582.htm,30303,Atlanta,33.752856,-84.39013,Human and Civil Rights : Advocacy and Education,http://www.schr.org,schr.org,Human and Civil Rights ,0.071,0.9547,4,1,4,0.9679,7.1,14.7,2401488,2985092,4,21.8
6970,CA,california,org8583.htm,94063,Redwood City,37.483504,-122.2144,Community Development : Housing and Neighborhood Development,http://www.rebuildingtogetherpeninsula.org/,rebuildingtogetherpeninsula.org,Community Development ,0.089,0.9029,4,1,4,0.9313,8.9,7,1498698,1525142,4,15.9
6971,NY,new york,org8584.htm,10128,New York,40.781894,-73.95039,Human Services : Children's and Family Services,http://www.spence-chapin.org/,spence-chapin.org,Human Services ,0.05,0.7373,2,0.97,4,0.813,5,13.9,887330,5869360,3,18.9
6972,CA,california,org8585.htm,94104,San Francisco,37.791728,-122.4019,Human and Civil Rights : Advocacy and Education,http://www.las-elc.org,las-elc.org,Human and Civil Rights ,0.135,0.7728,2,0.93,4,0.8318,13.5,11.7,2409271,3503153,3,25.2
6973,CA,california,org8586.htm,94901,San Rafael,37.972423,-122.51484,Human Services : Social Services,http://canalalliance.org/,canalalliance.org,Human Services ,0.094,0.8491,3,0.84,3,0.8444,9.4,11.7,4021937,4279315,3,21.1
6974,TX,texas,org8587.htm,77401,Bellaire,29.70403,-95.46099,International : Development and Relief Services,http://www.mrds.org,mrds.org,International ,0.088,0.7312,2,0.78,2,0.7543,8.8,9.9,2967435,3282536,2,18.7
6975,VA,virginia,org8588.htm,22306,Alexandria,38.757214,-77.08666,Human Services : Social Services,http://www.ucmagency.org/,ucmagency.org,Human Services ,0.051,0.9165,4,1,4,0.9409,5.1,3.2,4918185,6316313,4,8.3
6976,NC,north carolina,org8592.htm,27101,Winston Salem,36.107037,-80.21918,Human Services : Social Services,http://www.crisiscontrol.org,crisiscontrol.org,Human Services ,0.049,0.8444,3,1,4,0.8899,4.9,5.8,5202312,5219986,3,10.7
6977,CO,colorado,org8593.htm,80302,Boulder,40.020885,-105.29673,"Health : Diseases, Disorders, and Disciplines",http://www.bcap.org/,bcap.org,Health ,0.19,0.7458,2,0.85,3,0.7912,19,10.3,944478,1081071,2,29.3
6978,VA,virginia,org8594.htm,23661,Hampton,37.005814,-76.38316,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.hrfoodbank.org,hrfoodbank.org,Human Services ,0.019,0.8849,3,1,4,0.9186,1.9,1,18252361,18587493,4,2.9
6979,IL,illinois,org8595.htm,60640,Chicago,41.973181,-87.6665,Human Services : Homeless Services,http://www.inspirationcorp.org/,inspirationcorp.org,Human Services ,0.065,0.8647,3,0.97,4,0.902,6.5,4.8,3680959,4330026,4,11.3
6980,VA,virginia,org8596.htm,22204,Arlington,38.860247,-77.09627,Health : Treatment and Prevention Services,http://www.arlingtonfreeclinic.org,arlingtonfreeclinic.org,Health ,0.123,0.8115,3,1,4,0.8667,12.3,8,3012447,3132825,3,20.3
6981,NY,new york,org8597.htm,10029,New York,40.791586,-73.94575,Human Services : Social Services,http://www.nycommonpantry.org,nycommonpantry.org,Human Services ,0.097,0.9163,4,1,4,0.9408,9.7,9.5,4399042,4454824,4,19.2
6982,CA,california,org8598.htm,93706,Fresno,36.691036,-119.83321,Human Services : Homeless Services,http://www.fresnorescuemission.org/,fresnorescuemission.org,Human Services ,0.161,0.8253,3,0.97,4,0.8746,16.1,8.5,5492939,5627689,3,24.6
6983,MA,massachusetts,org8600.htm,2139,Cambridge,42.364347,-71.10431,Human Services : Homeless Services,http://www.ontherise.org/,ontherise.org,Human Services ,0.122,0.8013,3,0.93,4,0.851,12.2,11.8,1002091,1044135,3,24
6984,NY,new york,org8602.htm,10523,Elmsford,41.057089,-73.81658,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.foodbankforwestchester.org/index.shtml,foodbankforwestchester.org,Human Services ,0.064,0.9321,4,0.96,4,0.9442,6.4,3.7,9677001,10813157,4,10.1
6985,CT,connecticut,org8603.htm,6880,Westport,41.140896,-73.35178,"Arts, Culture, Humanities : Performing Arts",http://www.westportplayhouse.org,westportplayhouse.org,"Arts, Culture, Humanities ",0.074,0.8461,3,0.89,3,0.8662,7.4,6.8,2162293,3790981,3,14.2
6986,MA,massachusetts,org8604.htm,2109,Boston,42.361477,-71.05417,Community Development : Housing and Neighborhood Development,http://www.habitatboston.org/,habitatboston.org,Community Development ,0.052,0.9881,4,0.97,4,0.9771,5.2,6.5,2313291,3852131,4,11.7
6987,WA,washington,org8605.htm,98005,Bellevue,47.611021,-122.16858,International : Development and Relief Services,http://www.esperanza.org,esperanza.org,International ,0.091,0.9082,4,0.74,2,0.805,9.1,4.6,2180062,2141514,3,13.7
6988,NY,new york,org8606.htm,11237,Brooklyn,40.703355,-73.91993,Human and Civil Rights : Advocacy and Education,http://www.maketheroad.org/,maketheroad.org,Human and Civil Rights ,0.116,0.8773,3,0.77,2,0.8156,11.6,10.9,8041543,8366068,3,22.5
6989,NE,nebraska,org8607.htm,68010,Boys Town,41.25973,-96.12833,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.boystown.org/,boystown.org,Human Services ,0.085,0.8578,3,0.96,4,0.8955,8.5,9.2,67570038,280714736,3,17.7
6990,MD,maryland,org8608.htm,21227,Halethorpe,39.241957,-76.67712,Community Development : Housing and Neighborhood Development,http://www.habitatchesapeake.org,habitatchesapeake.org,Community Development ,0.035,0.9373,4,0.92,4,0.9281,3.5,9,3549392,11339639,4,12.5
6991,NY,new york,org8609.htm,10005,New York,40.706019,-74.00858,Education : Other Education Programs and Services,http://www.seo-usa.org/,seo-usa.org,Education ,0.096,0.9851,4,0.93,4,0.9493,9.6,5.2,8326605,8267932,4,14.8
6992,SC,south carolina,org8611.htm,29605,Greenville,34.798035,-82.39289,Human Services : Social Services,http://www.mealsonwheelsgreenville.org,mealsonwheelsgreenville.org,Human Services ,0.072,0.8463,3,1,4,0.8913,7.2,6.7,1482134,1853601,3,13.9
6993,CA,california,org8612.htm,92110,San Diego,32.766482,-117.20077,Human Services : Social Services,http://www.meals-on-wheels.org,meals-on-wheels.org,Human Services ,0.118,0.8509,3,0.92,4,0.8803,11.8,7.2,2484273,3923553,3,19
6994,NY,new york,org8613.htm,11238,Brooklyn,40.680145,-73.96257,Health : Treatment and Prevention Services,http://www.teenchallengebrooklyn.com/,teenchallengebrooklyn.com,Health ,0.067,0.8537,3,0.74,2,0.789,6.7,16.3,969779,1076736,2,23
6995,FL,florida,org8614.htm,32962,Vero Beach,27.582151,-80.39141,Human Services : Homeless Services,http://www.homelessfamilycenter.org/,homelessfamilycenter.org,Human Services ,0.12,0.9262,4,0.89,3,0.9063,12,11.7,827030,1128056,4,23.7
6996,MA,massachusetts,org8616.htm,1240,Lenox,42.36237,-73.27683,"Arts, Culture, Humanities : Performing Arts",http://www.shakespeare.org,shakespeare.org,"Arts, Culture, Humanities ",0.056,0.8006,3,0.85,3,0.8235,5.6,8.7,3149859,6111302,3,14.3
6997,CT,connecticut,org8618.htm,6901,Stamford,41.051996,-73.53903,"Arts, Culture, Humanities : Performing Arts",http://www.stamfordcenterforthearts.org/,stamfordcenterforthearts.org,"Arts, Culture, Humanities ",0.055,0.9195,4,0.89,3,0.9036,5.5,11.1,970110,3435137,4,16.6
6998,CT,connecticut,org8620.htm,6511,New Haven,41.317197,-72.92798,"Arts, Culture, Humanities : Performing Arts",http://www.longwharf.org/,longwharf.org,"Arts, Culture, Humanities ",0.108,0.7725,2,0.93,4,0.8316,10.8,14,2304418,5699799,3,24.8
6999,NY,new york,org8621.htm,11788,Hauppauge,40.819266,-73.20967,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.licares.org/,licares.org,Human Services ,0.034,0.967,4,1,4,0.9766,3.4,4.4,15141657,15773486,4,7.8
7000,NY,new york,org8623.htm,10022,New York,40.759015,-73.96732,"Arts, Culture, Humanities : Performing Arts",http://www.fiaf.org/,fiaf.org,"Arts, Culture, Humanities ",0.068,0.7718,2,0.83,3,0.7987,6.8,16.3,2078350,9634250,2,23.1
7001,NY,new york,org8624.htm,10023,New York,40.776099,-73.98285,"Arts, Culture, Humanities : Performing Arts",http://www.chambermusicsociety.org/,chambermusicsociety.org,"Arts, Culture, Humanities ",0.093,0.8825,3,0.9,4,0.8908,9.3,17.2,2583781,5157832,3,26.5
7002,NY,new york,org8625.htm,10019,New York,40.765714,-73.9856,"Arts, Culture, Humanities : Performing Arts",http://americancomposers.org/,americancomposers.org,"Arts, Culture, Humanities ",0.088,0.8321,3,0.93,4,0.8713,8.8,22.7,1278274,1519971,3,31.5
7003,CA,california,org8627.htm,94612,Oakland,37.809427,-122.27172,Education : Other Education Programs and Services,http://www.toigofoundation.org/,toigofoundation.org,Education ,0.048,0.8044,3,0.93,4,0.853,4.8,13.8,1821549,1734590,3,18.6
7004,NY,new york,org8628.htm,11217,Brooklyn,40.68209,-73.97783,"Arts, Culture, Humanities : Performing Arts",http://www.markmorrisdancegroup.org,markmorrisdancegroup.org,"Arts, Culture, Humanities ",0.043,0.7827,2,0.93,4,0.8385,4.3,13.7,1702813,5804334,3,18
7005,NY,new york,org8630.htm,12125,New Lebanon,42.474028,-73.4075,Education : Private Elementary and Secondary Schools,http://www.darrowschool.org,darrowschool.org,Education ,0.039,0.8744,3,0.89,3,0.8819,3.9,21.6,2167411,8782338,3,25.5
7006,NY,new york,org8632.htm,14506,Mendon,42.999201,-77.50263,Health : Patient and Family Support,http://www.campgooddays.org/,campgooddays.org,Health ,0.055,0.8355,3,0.8,3,0.8168,5.5,6.6,1388685,2618081,3,12.1
7007,PA,pennsylvania,org8633.htm,19123,Philadelphia,39.964012,-75.14764,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.mindtv.org/,mindtv.org,"Arts, Culture, Humanities ",0.219,0.6172,1,0.9,4,0.7202,21.9,15.5,834477,1570103,2,37.4
7008,PA,pennsylvania,org8635.htm,19102,Philadelphia,39.952962,-75.16558,Education : Other Education Programs and Services,http://www.philadelphiafutures.org/,philadelphiafutures.org,Education ,0.081,0.9842,4,0.89,3,0.9214,8.1,7.5,3505382,4031462,4,15.6
7009,CT,connecticut,org8640.htm,6517,Hamden,41.348297,-72.90712,Human Services : Multipurpose Human Service Organizations,http://www.soct.org/,soct.org,Human Services ,0.248,0.669,1,0.96,4,0.7642,24.8,11.2,3157264,4846843,2,36
7010,OH,ohio,org8645.htm,45202,Cincinnati,39.10441,-84.50774,"Arts, Culture, Humanities : Performing Arts",http://www.cincinnatiopera.org,cincinnatiopera.org,"Arts, Culture, Humanities ",0.084,0.8933,3,0.93,4,0.9097,8.4,12.2,6933752,10060894,4,20.6
7011,OH,ohio,org8646.htm,45236,Cincinnati,39.205109,-84.39512,Education : Private Elementary and Secondary Schools,http://www.rockwernacademy.org/,rockwernacademy.org,Education ,0.001,0.7247,2,0.65,1,0.6851,0.1,50,4341658,5380919,1,50.1
7012,OH,ohio,org8647.htm,45202,Cincinnati,39.10441,-84.50774,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.cincinnatiparksfoundation.org,cincinnatiparksfoundation.org,Environment ,0.007,0.9733,4,0.92,4,0.9403,0.7,0.8,3542258,3730899,4,1.5
7013,CA,california,org8648.htm,92706,Santa Ana,33.765916,-117.88139,"Arts, Culture, Humanities : Museums",http://www.bowers.org/,bowers.org,"Arts, Culture, Humanities ",0.061,0.7807,2,0.82,3,0.7993,6.1,21.9,3944236,6504489,2,28
7014,CA,california,org8649.htm,92025,Escondido,33.106862,-117.07077,"Arts, Culture, Humanities : Performing Arts",http://www.artcenter.org/,artcenter.org,"Arts, Culture, Humanities ",0.099,0.5429,0,0.85,3,0.6598,9.9,47,2018901,3453255,1,56.9
7015,OH,ohio,org8650.htm,44502,Youngstown,41.086279,-80.64563,"Arts, Culture, Humanities : Museums",http://www.butlerart.com/,butlerart.com,"Arts, Culture, Humanities ",0.019,0.8211,3,0.85,3,0.8349,1.9,26.9,2573813,4794623,3,28.8
7016,IL,illinois,org8653.htm,60612,Chicago,41.880682,-87.6877,Human Services : Social Services,http://www.cathedralshelter.org,cathedralshelter.org,Human Services ,0.083,0.8482,3,0.93,4,0.8817,8.3,14.7,1271026,2014724,3,23
7017,IL,illinois,org8654.htm,60626,Chicago,42.009731,-87.66938,Community Development : Housing and Neighborhood Development,http://www.goodnewspartners.org/,goodnewspartners.org,Community Development ,0.08,0.7922,2,0.78,2,0.786,8,12.4,1045726,1680475,2,20.4
7018,MI,michigan,org8656.htm,48501,Flint,42.965926,-83.780835,Human Services : Homeless Services,http://www.carriagetown.org,carriagetown.org,Human Services ,0.101,0.831,3,1,4,0.8804,10.1,5,2233130,2238361,3,15.1
7019,MI,michigan,org8657.htm,48226,Detroit,42.331821,-83.04888,"Arts, Culture, Humanities : Performing Arts",http://www.musichall.org/,musichall.org,"Arts, Culture, Humanities ",0.044,0.7833,2,0.74,2,0.7606,4.4,27.8,2038442,4188616,2,32.2
7020,MI,michigan,org8658.htm,49507,Grand Rapids,42.933077,-85.65435,Community Development : Housing and Neighborhood Development,http://www.homerepairservices.org/,homerepairservices.org,Community Development ,0.043,0.8838,3,0.89,3,0.8868,4.3,14,1311970,3121260,3,18.3
