,state,region,id,zip,city,latitude,longitude,type,url,domain,first.type,expense.percent,financial.rating,financial.rating.fye,accountability.rating,accountability.rating.fye,rating,fundraising.expense,admin.expense,contributions,revenue,rating.fye,overhead
4537,GA,georgia,org4726.htm,30327,Atlanta,33.86427,-84.41972,Education : Private Elementary and Secondary Schools,http://www.westminster.net,westminster.net,Education ,0.022,0.8407,3,0.89,3,0.8631,2.2,16.3,6401006,57124572,3,18.5
4538,MA,massachusetts,org4728.htm,2135,Brighton,42.348418,-71.15349,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wgbh.org,wgbh.org,"Arts, Culture, Humanities ",0.097,0.7477,2,0.97,4,0.8203,9.7,17.5,119159672,145723999,3,27.2
4539,IL,illinois,org4729.htm,60187,Wheaton,41.858279,-88.10904,Education : Private Liberal Arts Colleges,http://www.wheaton.edu,wheaton.edu,Education ,0.03,0.9175,4,0.97,4,0.9379,3,12.6,31380077,166866005,4,15.6
4540,NA,NA,org4731.htm,20009,Washington,38.919211,-77.03777,Health : Treatment and Prevention Services,http://www.whitman-walker.org,whitman-walker.org,Health ,0.047,0.8419,3,1,4,0.8882,4.7,19.1,8937347,20751116,3,23.8
4541,NY,new york,org4732.htm,10021,New York,40.76842,-73.96045,"Arts, Culture, Humanities : Museums",http://www.whitney.org,whitney.org,"Arts, Culture, Humanities ",0.109,0.8517,3,0.93,4,0.884,10.9,12.2,84331000,91271000,3,23.1
4542,PA,pennsylvania,org4733.htm,19106,Philadelphia,39.951062,-75.14589,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.whyy.org,whyy.org,"Arts, Culture, Humanities ",0.237,0.7068,2,0.93,4,0.7868,23.7,7.5,21169793,27615608,2,31.2
4543,NA,NA,org4735.htm,20036,Washington,38.906778,-77.04148,Environment : Environmental Protection and Conservation,http://www.wilderness.org,wilderness.org,Environment ,0.152,0.8022,3,0.96,4,0.8573,15.2,7.5,34840384,38513090,3,22.7
4544,NY,new york,org4736.htm,10460,Bronx,40.84095,-73.88036,Animals : Zoos and Aquariums,http://www.wcs.org,wcs.org,Animals ,0.043,0.8609,3,0.97,4,0.8993,4.3,12.7,124667120,212002436,3,17
4545,TX,texas,org4739.htm,77005,Houston,29.717529,-95.42821,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.rice.edu,rice.edu,Education ,0.02,0.9914,4,0.93,4,0.9501,2,6.5,212038399,790095860,4,8.5
4546,MA,massachusetts,org4740.htm,1267,Williamstown,42.689962,-73.22355,Education : Private Liberal Arts Colleges,http://www.williams.edu,williams.edu,Education ,0.028,0.9388,4,0.84,3,0.8788,2.8,10.6,47342033,294275043,3,13.4
4547,IL,illinois,org4741.htm,60625,Chicago,41.971614,-87.70256,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wttw.com/,wttw.com,"Arts, Culture, Humanities ",0.2,0.6934,1,0.97,4,0.7821,20,8,31960436,44066505,2,28
4548,NC,north carolina,org4743.htm,27101,Winston Salem,36.107037,-80.21918,Community Development : Community Foundations,http://www.wsfoundation.org,wsfoundation.org,Community Development ,0.028,0.9465,4,1,4,0.9621,2.8,8.2,29742196,32878778,4,11
4549,WI,wisconsin,org4744.htm,53208,Milwaukee,43.047863,-87.96618,"Animals : Animal Rights, Welfare, and Services",http://www.wihumane.org,wihumane.org,Animals ,0.089,0.9579,4,0.97,4,0.9634,8.9,8.1,5494521,8333825,4,17
4550,WI,wisconsin,org4745.htm,53713,Madison,43.037647,-89.39154,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.ecb.org,ecb.org,"Arts, Culture, Humanities ",0.165,0.855,3,0.6,1,0.6991,16.5,1.6,11054064,11722505,1,18.1
4551,PA,pennsylvania,org4746.htm,17111,Harrisburg,40.264389,-76.80298,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.witf.org,witf.org,"Arts, Culture, Humanities ",0.149,0.7242,2,1,4,0.8049,14.9,10.7,6505464,12373211,3,25.6
4552,FL,florida,org4747.htm,32202,Jacksonville,30.328539,-81.65101,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wjct.org,wjct.org,"Arts, Culture, Humanities ",0.093,0.7829,2,0.97,4,0.845,9.3,7.6,5141461,4806485,3,16.9
4553,NY,new york,org4748.htm,12180,Troy,42.731628,-73.66465,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wmht.org,wmht.org,"Arts, Culture, Humanities ",0.239,0.7311,2,0.97,4,0.8086,23.9,14.8,7164358,8448465,3,38.7
4554,NY,new york,org4749.htm,10013,New York,40.720666,-74.00526,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wnyc.org,wnyc.org,"Arts, Culture, Humanities ",0.194,0.8803,3,0.97,4,0.9127,19.4,7.9,54532817,61302388,4,27.3
4555,WA,washington,org4751.htm,98103,Seattle,47.671346,-122.34166,Animals : Zoos and Aquariums,http://www.zoo.org,zoo.org,Animals ,0.071,0.8184,3,0.9,4,0.8534,7.1,12.4,19356179,36395858,3,19.5
4556,NY,new york,org4752.htm,10801,New Rochelle,40.915845,-73.78643,Community Development : Community Foundations,http://www.woodlawnfoundation.org,woodlawnfoundation.org,Community Development ,0.005,0.8284,3,0.96,4,0.8754,0.5,4.3,12148627,13227855,3,4.8
4557,NJ,new jersey,org4753.htm,8540,Princeton,40.357439,-74.64922,Education : Other Education Programs and Services,http://www.woodrow.org,woodrow.org,Education ,0.066,0.9205,4,0.93,4,0.925,6.6,8,21314701,21568879,4,14.6
4558,MA,massachusetts,org4754.htm,2543,Woods Hole,41.526791,-70.66505,Research and Public Policy : Non-Medical Science & Technology Research,http://www.whoi.edu,whoi.edu,Research and Public Policy ,0.014,0.9513,4,0.92,4,0.9337,1.4,9.1,199587473,285218896,4,10.5
4559,MA,massachusetts,org4755.htm,1609,Worcester,42.271743,-71.81348,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.wpi.edu,wpi.edu,Education ,0.021,0.8876,3,0.93,4,0.9063,2.1,18.4,21507246,243185539,4,20.5
4560,NY,new york,org4756.htm,12870,Schroon Lake,43.835376,-73.75802,Religion : Religious Activities,http://www.wol.org/,wol.org,Religion ,0.034,0.8172,3,0.96,4,0.8676,3.4,3.5,21150251,39250843,3,6.9
4561,NY,new york,org4757.htm,10017,New York,40.752159,-73.97231,"International : International Peace, Security, and Affairs",http://www.religionsforpeace.org,religionsforpeace.org,International ,0.057,0.8496,3,0.67,1,0.7435,5.7,19.6,7292220,7450665,2,25.3
4562,MA,massachusetts,org4758.htm,2210,Boston,42.347974,-71.04463,International : Development and Relief Services,http://www.worlded.org,worlded.org,International ,0.007,0.8136,3,1,4,0.8681,0.7,17.3,34839052,34844095,3,18
4563,CA,california,org4759.htm,92011,Carlsbad,33.1,-117.29,International : Humanitarian Relief Supplies,http://www.worldemergency.org,worldemergency.org,International ,0.012,0.8659,3,0.79,2,0.8238,1.2,0.9,21862295,21879659,3,2.1
4564,VA,virginia,org4761.htm,24551,Forest,37.366744,-79.29977,International : Development and Relief Services,http://www.worldhelp.net,worldhelp.net,International ,0.055,0.8812,3,1,4,0.9159,5.5,12.5,21592267,21646268,4,18
4565,NY,new york,org4762.htm,10022,New York,40.759015,-73.96732,"International : International Peace, Security, and Affairs",http://www.worldjewishcongress.org/aff_american.html,worldjewishcongress.org,International ,0.07,0.942,4,0.97,4,0.9538,7,0.9,18423520,18453651,4,7.9
4566,MI,michigan,org4763.htm,48206,Detroit,42.375787,-83.10849,International : Humanitarian Relief Supplies,http://www.worldmedicalrelief.org,worldmedicalrelief.org,International ,0.003,0.9992,4,0.92,4,0.9434,0.3,0.4,27816995,28511251,4,0.7
4567,OK,oklahoma,org4764.htm,73107,Oklahoma City,35.484558,-97.57336,International : Development and Relief Services,http://www.wn.org,wn.org,International ,0.178,0.626,1,1,4,0.7355,17.8,14.5,2820924,3494277,2,32.3
4568,MD,maryland,org4765.htm,21202,Baltimore,39.296507,-76.60693,International : Development and Relief Services,http://www.wr.org,wr.org,International ,0.054,0.7961,2,0.96,4,0.853,5.4,10.5,53218236,56842649,3,15.9
4569,NA,NA,org4766.htm,20002,Washington,38.901811,-76.99097,Environment : Environmental Protection and Conservation,http://www.wri.org,wri.org,Environment ,0.047,0.9609,4,1,4,0.9723,4.7,9.3,49834180,50572560,4,14
4570,NY,new york,org4767.htm,10123,New York,40.751489,-73.990537,"Animals : Animal Rights, Welfare, and Services",http://www.worldanimalprotection.us.org,worldanimalprotection.us.org,Animals ,0.494,0.5203,0,0.97,4,0.6601,49.4,5.1,5174396,5294144,1,54.5
4571,WA,washington,org4768.htm,98001,Auburn,47.303722,-122.26608,International : Development and Relief Services,http://www.worldvision.org/,worldvision.org,International ,0.119,0.6841,1,1,4,0.7766,11.9,5.3,975049620,980967936,2,17.2
4572,NA,NA,org4770.htm,20090,Washington,38.893311,-77.014647,Animals : Wildlife Conservation,http://www.worldwildlife.org,worldwildlife.org,Animals ,0.2,0.8342,3,0.96,4,0.8793,20,6.7,215817911,229248747,3,26.7
4573,PA,pennsylvania,org4773.htm,15213,Pittsburgh,40.443269,-79.95487,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wqed.org,wqed.org,"Arts, Culture, Humanities ",0.219,0.6124,1,0.97,4,0.7251,21.9,15.6,9765180,13128608,2,37.5
4574,LA,louisiana,org4776.htm,70125,New Orleans,29.951705,-90.10411,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.xula.edu,xula.edu,Education ,0.015,0.9329,4,0.89,3,0.9088,1.5,18.7,62067425,121617438,4,20.2
4575,CT,connecticut,org4777.htm,6510,New Haven,41.306197,-72.92479,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.yale.edu,yale.edu,Education ,0.011,0.9533,4,0.93,4,0.9404,1.1,9.9,846509395,3688471185,4,11
4576,NY,new york,org4778.htm,11230,Brooklyn,40.622994,-73.96427,Education : Private Elementary and Secondary Schools,http://shaaretorahbhs.tripod.com/,shaaretorahbhs.tripod.com,Education ,0,0.7139,2,0.66,1,0.6857,0,33,13582743,13585438,1,33
4577,NY,new york,org4779.htm,10033,New York,40.848764,-73.93496,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.yu.edu,yu.edu,Education ,0.019,0.9525,4,0.9,4,0.9217,1.9,9.9,476064633,864933771,4,11.8
4578,NY,new york,org4780.htm,10023,New York,40.776099,-73.98285,Human Services : Multipurpose Human Service Organizations,http://www.ymcanyc.org,ymcanyc.org,Human Services ,0.022,0.8368,3,1,4,0.8846,2.2,10.8,30295121,158008871,3,13
4579,GA,georgia,org4781.htm,30303,Atlanta,33.752856,-84.39013,Human Services : Multipurpose Human Service Organizations,http://www.ymcaatlanta.org,ymcaatlanta.org,Human Services ,0.011,0.8252,3,0.86,3,0.8416,1.1,8.4,29768400,87156411,3,9.5
4580,IL,illinois,org4782.htm,60610,Chicago,41.898582,-87.6371,Human Services : Multipurpose Human Service Organizations,http://www.ymcachgo.org,ymcachgo.org,Human Services ,0.019,0.9665,4,0.89,3,0.9186,1.9,13.4,28162870,102364794,4,15.3
4581,TX,texas,org4783.htm,75201,Dallas,32.787629,-96.79941,Human Services : Multipurpose Human Service Organizations,http://www.ymcadallas.org,ymcadallas.org,Human Services ,0.013,0.8081,3,0.74,2,0.7714,1.3,11.2,11011299,58143048,2,12.5
4582,CA,california,org4784.htm,90005,Los Angeles,34.058911,-118.30848,Human Services : Multipurpose Human Service Organizations,http://www.ymcala.org,ymcala.org,Human Services ,0.05,0.7452,2,0.9,4,0.8064,5,9.2,17777272,84296829,3,14.2
4583,WI,wisconsin,org4785.htm,53203,Milwaukee,43.037963,-87.91548,Human Services : Multipurpose Human Service Organizations,http://www.ymcamke.org/,ymcamke.org,Human Services ,0.024,0.7392,2,0.96,4,0.8134,2.4,9.4,4041706,36201622,3,11.8
4584,TN,tennessee,org4786.htm,37203,Nashville,36.152607,-86.78927,Human Services : Multipurpose Human Service Organizations,http://www.ymcamidtn.org,ymcamidtn.org,Human Services ,0.016,0.8683,3,0.88,3,0.874,1.6,12.2,10067408,90793974,3,13.8
4585,CA,california,org4787.htm,92123,San Diego,32.803799,-117.13595,Human Services : Multipurpose Human Service Organizations,http://www.ymca.org,ymca.org,Human Services ,0.012,0.9191,4,0.89,3,0.9034,1.2,6.4,76579000,161258000,4,7.6
4586,WA,washington,org4788.htm,98104,Seattle,47.60252,-122.32855,Human Services : Multipurpose Human Service Organizations,http://www.seattleymca.org,seattleymca.org,Human Services ,0.013,0.8864,3,1,4,0.9196,1.3,10,18501274,69162418,4,11.3
4587,TX,texas,org4789.htm,77092,Houston,29.833326,-95.47644,Human Services : Multipurpose Human Service Organizations,http://www.ymcahouston.org,ymcahouston.org,Human Services ,0.012,0.906,4,0.97,4,0.9302,1.2,12,15397765,115143435,4,13.2
4588,VA,virginia,org4790.htm,20170,Herndon,38.977109,-77.38527,Human and Civil Rights : Advocacy and Education,http://www.yaf.org,yaf.org,Human and Civil Rights ,0.359,0.8077,3,0.96,4,0.8611,35.9,6.3,20619983,22155329,3,42.2
4589,CO,colorado,org4791.htm,80901,Colorado Springs,38.861469,-104.857828,Religion : Religious Activities,http://www.younglife.org,younglife.org,Religion ,0.024,0.9886,4,0.93,4,0.9498,2.4,8.8,204807869,262688189,4,11.2
4590,NY,new york,org4792.htm,10128,New York,40.781894,-73.95039,Human Services : Multipurpose Human Service Organizations,http://www.92y.org,92y.org,Human Services ,0.034,0.8992,3,0.97,4,0.9256,3.4,9,24581417,67002916,4,12.4
4591,WA,washington,org4795.htm,98101,Seattle,47.61067,-122.33438,Human Services : Multipurpose Human Service Organizations,http://www.ywcaworks.org,ywcaworks.org,Human Services ,0.035,0.8467,3,0.85,3,0.8483,3.5,6.1,29918317,35661027,3,9.6
4592,TX,texas,org4798.htm,75225,Dallas,32.862876,-96.7904,Religion : Religious Media and Broadcasting,http://www.levitt.com,levitt.com,Religion ,0.006,0.7319,2,1,4,0.8104,0.6,12.6,3884402,4141797,3,13.2
4593,OH,ohio,org4799.htm,45220,Cincinnati,39.14426,-84.51986,Animals : Zoos and Aquariums,http://www.cincinnatizoo.org,cincinnatizoo.org,Animals ,0.029,0.9313,4,0.93,4,0.9306,2.9,9.4,25313036,38637833,4,12.3
4594,FL,florida,org4800.htm,33177,Miami,25.595983,-80.40234,Animals : Zoos and Aquariums,http://www.zoomiami.org/zsf,zoomiami.org,Animals ,0.189,0.7929,2,0.89,3,0.8341,18.9,12.7,2716239,4024551,3,31.6
4595,PA,pennsylvania,org4801.htm,19104,Philadelphia,39.961612,-75.19957,Animals : Zoos and Aquariums,http://www.philadelphiazoo.org,philadelphiazoo.org,Animals ,0.027,0.8871,3,1,4,0.9201,2.7,9.8,22191275,37848091,4,12.5
4596,PA,pennsylvania,org4802.htm,15206,Pittsburgh,40.468968,-79.91863,Animals : Zoos and Aquariums,http://www.pittsburghzoo.com,pittsburghzoo.com,Animals ,0.033,0.9298,4,0.82,3,0.8633,3.3,13,10920307,19650835,3,16.3
4597,CA,california,org4803.htm,92101,San Diego,32.719601,-117.16246,Animals : Zoos and Aquariums,http://www.sandiegozoo.org/,sandiegozoo.org,Animals ,0.03,0.9125,4,1,4,0.9381,3,10.4,61693783,259730628,4,13.4
4598,NA,NA,org4806.htm,20016,Washington,38.94081,-77.08723,"Education : Universities, Graduate Schools, and Technological Institutes",http://www.american.edu,american.edu,Education ,0.029,0.8521,3,0.97,4,0.8932,2.9,4,31666868,620191993,3,6.9
4599,NY,new york,org4812.htm,10017,New York,40.752159,-73.97231,International : Foreign Charity Support Organizations,http://www.weizmann-usa.org,weizmann-usa.org,International ,0.156,0.9029,4,0.89,3,0.8962,15.6,6.4,58566000,71423000,3,22
4600,NY,new york,org4813.htm,10108,New York,40.780751,-73.977182,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.covenanthouse.org/,covenanthouse.org,Human Services ,0.184,0.7662,2,0.97,4,0.8333,18.4,14.3,53043829,58735323,3,32.7
4601,NY,new york,org4815.htm,10017,New York,40.752159,-73.97231,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.freshair.org,freshair.org,Human Services ,0.236,0.7181,2,0.93,4,0.7946,23.6,8.3,11711412,18499341,2,31.9
4602,CA,california,org4822.htm,92037,La Jolla,32.838761,-117.26159,Health : Medical Research,http://www.nsi.edu,nsi.edu,Health ,0.053,0.7904,2,0.63,1,0.6993,5.3,29.2,1076731,1089803,1,34.5
4603,VA,virginia,org4827.htm,22203,Arlington,38.874979,-77.11455,"Health : Diseases, Disorders, and Disciplines",http://www.nami.org,nami.org,Health ,0.112,0.8291,3,1,4,0.8791,11.2,12.8,8605802,10675924,3,24
4604,GA,georgia,org4828.htm,30324,Atlanta,33.818304,-84.35779,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.pba.org/,pba.org,"Arts, Culture, Humanities ",0.263,0.7339,2,0.93,4,0.8054,26.3,15.2,11627924,11977537,3,41.5
4605,ME,maine,org4854.htm,4105,Falmouth,43.736732,-70.26027,Environment : Environmental Protection and Conservation,http://www.maineaudubon.org,maineaudubon.org,Environment ,0.125,0.6818,1,0.89,3,0.7619,12.5,17.3,1202100,1827643,2,29.8
4606,ME,maine,org4856.htm,4101,Portland,43.660525,-70.25862,"Arts, Culture, Humanities : Museums",http://www.portlandmuseum.org,portlandmuseum.org,"Arts, Culture, Humanities ",0.171,0.8737,3,0.93,4,0.8978,17.1,9,4565459,6635186,3,26.1
4607,ME,maine,org4857.htm,4605,Ellsworth,44.614885,-68.43626,Community Development : Community Foundations,http://www.mainecf.org/,mainecf.org,Community Development ,0.041,0.8101,3,0.96,4,0.8627,4.1,9.2,16778732,24767941,3,13.3
4608,ME,maine,org4858.htm,4609,Bar Harbor,44.402596,-68.26204,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.friendsofacadia.org/,friendsofacadia.org,Environment ,0.113,0.8723,3,1,4,0.9097,11.3,13.2,1654695,3681601,4,24.5
4609,ME,maine,org4859.htm,4101,Portland,43.660525,-70.25862,Education : Other Education Programs and Services,http://www.mitchellinstitute.org,mitchellinstitute.org,Education ,0.077,0.8027,3,0.97,4,0.8588,7.7,12.6,897870,1923689,3,20.3
4610,NH,new hampshire,org4862.htm,3446,Swanzey,42.870578,-72.29978,"Animals : Animal Rights, Welfare, and Services",http://www.monadpets.org,monadpets.org,Animals ,0.064,0.6629,1,0.78,2,0.7153,6.4,11,216721,734909,2,17.4
4611,NH,new hampshire,org4863.htm,3301,Concord,43.213705,-71.53774,Community Development : Community Foundations,http://www.nhcf.org/,nhcf.org,Community Development ,0.04,0.8251,3,1,4,0.8763,4,8,31699690,53112715,3,12
4612,VT,vermont,org4865.htm,5401,Burlington,44.484038,-73.22126,Health : Treatment and Prevention Services,http://www.ppnne.org,ppnne.org,Health ,0.051,0.7209,2,0.81,3,0.7612,5.1,19.7,5089532,18981250,2,24.8
4613,VT,vermont,org4866.htm,5482,Shelburne,44.388556,-73.22318,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.shelburnefarms.org,shelburnefarms.org,Environment ,0.051,0.9421,4,0.89,3,0.9121,5.1,7.4,3647631,4826896,4,12.5
4614,VT,vermont,org4867.htm,5401,Burlington,44.484038,-73.22126,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://www.ptvermont.org/,ptvermont.org,"Arts, Culture, Humanities ",0.033,0.9669,4,0.85,3,0.8913,3.3,4.7,2483171,2598867,3,8
4615,MA,massachusetts,org4869.htm,2115,Boston,42.34308,-71.09268,"Arts, Culture, Humanities : Museums",http://www.gardnermuseum.org,gardnermuseum.org,"Arts, Culture, Humanities ",0.091,0.983,4,0.81,3,0.8651,9.1,7.7,22906015,28162532,3,16.8
4616,MA,massachusetts,org4870.htm,1701,Framingham,42.318695,-71.42344,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.newenglandwild.org,newenglandwild.org,Environment ,0.063,0.9544,4,0.97,4,0.9614,6.3,14.1,2476364,3083158,4,20.4
4617,MA,massachusetts,org4871.htm,1604,Worcester,42.255393,-71.77459,"Arts, Culture, Humanities : Museums",http://www.ecotarium.org,ecotarium.org,"Arts, Culture, Humanities ",0.031,0.7621,2,0.86,3,0.8048,3.1,19.6,1137430,2641941,3,22.7
4618,MA,massachusetts,org4872.htm,2119,Boston,42.324511,-71.08455,Human Services : Social Services,http://www.goodwillmass.org/,goodwillmass.org,Human Services ,0.064,0.75,2,0.89,3,0.8068,6.4,12,7962586,26602605,3,18.4
4619,ME,maine,org4873.htm,4073,Sanford,43.426792,-70.75245,Religion : Religious Activities,http://www.visionnewengland.org/,visionnewengland.org,Religion ,0.05,0.7916,2,0.93,4,0.8445,5,14.9,567071,761315,3,19.9
4620,MA,massachusetts,org4875.htm,2116,Boston,42.349622,-71.07372,Health : Treatment and Prevention Services,http://hria.org/,hria.org,Health ,0.01,0.8505,3,0.89,3,0.8687,1,8.8,11624902,15915247,3,9.8
4621,MA,massachusetts,org4877.htm,2111,Boston,42.349838,-71.06101,Community Development : Fundraising,http://www.nefa.org,nefa.org,Community Development ,0.036,0.9399,4,1,4,0.9575,3.6,11.2,5208099,6084992,4,14.8
4622,MA,massachusetts,org4880.htm,1004,Amherst,42.384494,-72.513183,"International : International Peace, Security, and Affairs",http://www.peacedevelopmentfund.org/,peacedevelopmentfund.org,International ,0.044,0.9267,4,0.89,3,0.9065,4.4,4.7,1124996,1207128,4,9.1
4623,MA,massachusetts,org4881.htm,1752,Marlborough,42.350909,-71.54753,Health : Treatment and Prevention Services,http://www.sadd.org/,sadd.org,Health ,0.256,0.5384,0,1,4,0.6735,25.6,10.9,1610256,1703465,1,36.5
4624,MA,massachusetts,org4883.htm,2130,Jamaica Plain,42.309998,-71.11171,International : Development and Relief Services,http://www.grassrootsonline.org,grassrootsonline.org,International ,0.196,0.6294,1,0.97,4,0.737,19.6,9.5,2471043,2552644,2,29.1
4625,MA,massachusetts,org4884.htm,2215,Boston,42.346997,-71.10215,International : Development and Relief Services,http://www.pih.org,pih.org,International ,0.042,0.9335,4,0.96,4,0.9451,4.2,2.9,85338027,85862014,4,7.1
4626,MA,massachusetts,org4885.htm,2210,Boston,42.347974,-71.04463,Education : Other Education Programs and Services,http://www.jstart.org,jstart.org,Education ,0.101,0.8475,3,0.85,3,0.8487,10.1,7.1,17715843,17560972,3,17.2
4627,MA,massachusetts,org4889.htm,2554,Nantucket,41.276758,-70.09089,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://www.nha.org,nha.org,"Arts, Culture, Humanities ",0.12,0.6915,1,0.93,4,0.7763,12,23.2,2097849,3721219,2,35.2
4628,RI,rhode island,org4891.htm,2917,Smithfield,41.894499,-71.51646,Environment : Environmental Protection and Conservation,http://www.asri.org,asri.org,Environment ,0.086,0.7449,2,0.85,3,0.7907,8.6,15.5,1144922,2085058,2,24.1
4629,RI,rhode island,org4892.htm,2905,Providence,41.7883,-71.40431,Environment : Environmental Protection and Conservation,http://www.savebay.org,savebay.org,Environment ,0.157,0.8194,3,0.96,4,0.8692,15.7,11.5,3139773,3482598,3,27.2
4630,RI,rhode island,org4894.htm,2907,Providence,41.79855,-71.42449,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://rifoodbank.org/,rifoodbank.org,Human Services ,0.065,0.86,3,1,4,0.901,6.5,4.3,15387778,16905075,4,10.8
4631,RI,rhode island,org4896.htm,2907,Providence,41.79855,-71.42449,Animals : Zoos and Aquariums,http://www.rwpzoo.org/134/rhode-island-zoological-society,rwpzoo.org,Animals ,0.033,0.7514,2,0.8,3,0.7743,3.3,14.3,2033396,6983745,2,17.6
4632,CT,connecticut,org4898.htm,6830,Greenwich,41.03073,-73.62985,Education : Private Elementary and Secondary Schools,http://www.brunswickschool.org,brunswickschool.org,Education ,0.049,0.9676,4,0.78,2,0.8427,4.9,11.1,21897448,57498590,3,16
4633,CT,connecticut,org4899.htm,6830,Greenwich,41.03073,-73.62985,Human Services : Children's and Family Services,http://www.familycenters.org,familycenters.org,Human Services ,0.05,0.8899,3,0.96,4,0.9171,5,7.7,6994230,12033464,4,12.7
4634,CT,connecticut,org4900.htm,6836,Greenwich,41.308873,-73.363661,Education : Private Elementary and Secondary Schools,http://www.greenwichcds.org,greenwichcds.org,Education ,0.014,0.7839,2,0.85,3,0.8139,1.4,20,4418895,31790342,3,21.4
4635,CT,connecticut,org4902.htm,6105,Hartford,41.771166,-72.70255,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://www.marktwainhouse.org,marktwainhouse.org,"Arts, Culture, Humanities ",0.089,0.8151,3,0.85,3,0.8316,8.9,12.6,1326297,2247998,3,21.5
4636,NY,new york,org4903.htm,11434,Jamaica,40.674888,-73.7727,Research and Public Policy : Non-Medical Science & Technology Research,http://www.bios.edu/,bios.edu,Research and Public Policy ,0.04,0.8591,3,0.97,4,0.8981,4,10.3,2638612,13147843,3,14.3
4637,CT,connecticut,org4905.htm,6457,Middletown,41.553672,-72.6632,Human and Civil Rights : Advocacy and Education,http://www.connlegalservices.org/,connlegalservices.org,Human and Civil Rights ,0.035,0.7999,2,0.9,4,0.8418,3.5,14.4,10398794,10639533,3,17.9
4638,CT,connecticut,org4906.htm,6512,East Haven,41.276497,-72.87412,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.ctfoodbank.org,ctfoodbank.org,Human Services ,0.021,0.9955,4,1,4,0.9968,2.1,2.3,35930353,37862708,4,4.4
4639,CT,connecticut,org4907.htm,6105,Hartford,41.771166,-72.70255,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://www.chs.org,chs.org,"Arts, Culture, Humanities ",0.143,0.7755,2,0.93,4,0.8337,14.3,10,695763,2609114,3,24.3
4640,CT,connecticut,org4908.htm,6106,Hartford,41.7469,-72.69593,Community Development : Fundraising,http://www.chcofne.org/,chcofne.org,Community Development ,0.08,0.8294,3,0.93,4,0.8696,8,5.4,9253461,9297212,3,13.4
4641,NY,new york,org4912.htm,11787,Smithtown,40.853343,-73.20777,"Animals : Animal Rights, Welfare, and Services",http://www.guidedog.org,guidedog.org,Animals ,0.094,0.8763,3,0.97,4,0.9099,9.4,6.9,7893394,8170807,4,16.3
4642,NY,new york,org4913.htm,11368,Corona,40.747106,-73.85838,"Arts, Culture, Humanities : Museums",http://www.nyscience.org,nyscience.org,"Arts, Culture, Humanities ",0.113,0.9305,4,0.93,4,0.9302,11.3,8.1,21070595,24940387,4,19.4
4643,NY,new york,org4914.htm,11542,Glen Cove,40.864757,-73.62609,Education : Private Elementary and Secondary Schools,http://www.ssdsnassau.org,ssdsnassau.org,Education ,0.015,0.6227,1,0.77,2,0.6875,1.5,21.4,1109107,9118938,1,22.9
4644,NY,new york,org4915.htm,11210,Brooklyn,40.627946,-73.94552,International : Foreign Charity Support Organizations,http://www.mnemotrix.com/girlstown/index.html,mnemotrix.com,International ,0.008,0.9173,4,0.4,0,0.5717,0.8,0.7,5454388,7831423,1,1.5
4645,NY,new york,org4918.htm,10018,New York,40.755101,-73.99337,International : Foreign Charity Support Organizations,http://www.ateret.org.il/english/,ateret.org.il,International ,0.106,0.8224,3,0.55,1,0.6579,10.6,19.8,1111892,1036408,1,30.4
4646,NA,NA,org4919.htm,20036,Washington,38.906778,-77.04148,"International : International Peace, Security, and Affairs",http://www.icfj.org,icfj.org,International ,0.052,0.9391,4,1,4,0.9569,5.2,9.6,11546551,11413027,4,14.8
4647,NY,new york,org4921.htm,11232,Brooklyn,40.655481,-74.00424,Religion : Religious Media and Broadcasting,http://mesorah.org,mesorah.org,Religion ,0.008,0.9627,4,0.78,2,0.8422,0.8,6.5,10543131,9993890,3,7.3
